,"﻿""osmid""",name,amenity,emergency,geological,historic,leisure,man_made,office,shop,sport,tourism,craft,Longitude,Latitude
677453,479717796,Cafe Zimmermann,cafe,,,,,,,,,,,10.3218762,47.7275654
677454,479717826,Eiscafé Venezia,cafe,,,,,,,,,,,10.3157264,47.7254093
677456,479718029,Talisman,bar,,,,,,,,,,,10.3141244,47.7217263
677515,479731596,Dolce Vita,restaurant,,,,,,,,,,,10.3042597,47.7252442
677516,479731630,La Strega,pub,,,,,,,,,,,10.3047603,47.7269641
677576,479748176,Steinhof,restaurant,,,,,,,,,hotel,,7.6190401,47.0526107
677681,479796641,"Briefeinwurf Bern, Seminarstrasse",post_box,,,,,,,,,,,7.4594069,46.9428525
677787,479845273,Pozzulasc,restaurant,,,,,,,,,,,10.0760644,46.3845645
677845,479888130,Schulhaus Städtli,school,,,,,,,,,,,8.5268996,47.5757578
677854,479889824,Untertor,restaurant,,,,,,,,,,,9.3900598,47.7209321
677861,479891148,Edeka Neukauf,parking,,,,,,,,,,,9.3859048,47.7209869
677864,479891271,PROMA,parking,,,,,,,,,,,9.3861847,47.7209336
677870,479892567,Gesundheitszentrum,parking,,,,,,,,,,,9.3863526,47.7220993
677895,479895157,Lotos,restaurant,,,,,,,,,,,7.3059503,47.0761111
677896,479895158,Velostation Lyss,bicycle_parking,,,,,,,,,,,7.306099,47.0766023
677903,479896026,Sunnmatt Veranda,cafe,,,,,,,,,,,8.6885265,47.2575903
677904,479896030,Sala Thai,restaurant,,,,,,,,,,,8.6795228,47.2592564
677908,479898372,Lotus-Garten,restaurant,,,,,,,,,,,8.6838887,47.257054
677915,479900737,Versettlabahn,parking,,,,,,,,,,,10.0253568,46.9848211
677916,479900744,Versettlabahn,parking,,,,,,,,,,,10.025497,46.98501
677920,479905010,SZKB,bank,,,,,,,,,,,8.7190774,47.1954903
678350,480169989,Schmiede Stuben,restaurant,,,,,,,,,,,10.3099488,47.7351264
678355,480176047,Sushi Haus,restaurant,,,,,,,,,,,10.3103767,47.7292651
678356,480176728,Lorenz Stüble,pub,,,,,,,,,,,10.3108787,47.7292697
678360,480182476,China Point,restaurant,,,,,,,,,,,10.3100323,47.7341812
678426,480274035,Rotbuchapotheke,pharmacy,,,,,,,,,,,8.5285694,47.3930599
678427,480274042,Letten,cafe,,,,,,,,,,,8.5303502,47.3928862
678428,480274061,Nordbrücke,restaurant,,,,,,,,,,,8.529474,47.39336
678430,480274132,Spice India,restaurant,,,,,,,,,,,8.5296761,47.3935843
678521,480320491,Monaco Bar,bar,,,,,,,,,,,8.5215208,47.3644514
678522,480320546,Artusi,restaurant,,,,,,,,,,,8.520783,47.3645425
678523,480320548,Vietnam,restaurant,,,,,,,,,,,8.5187024,47.3622059
678524,480320550,Avia,fuel,,,,,,,,,,,8.5181345,47.3617439
678525,480320551,Utoburg,restaurant,,,,,,,,,,,8.5180157,47.3616035
678656,480352081,Fallender Brunnenhof,restaurant,,,,,,,,,,,8.5356153,47.4028564
678661,480357411,Guggach,restaurant,,,,,,,,,,,8.5326627,47.3989524
678687,480375770,Temple de Bôle,place_of_worship,,,,,,,,,,,6.8401563,46.9662982
678709,480396247,Post,post_office,,,,,,,,,,,9.1807134,46.6188945
678820,480433827,"Briefeinwurf Bern, Bushaltestelle Liebegg",post_box,,,,,,,,,,,7.4595644,46.9445501
678966,480451084,Feuerwehr Bennwil,fire_station,,,,,,,,,,,7.7848981,47.406212
679235,480670377,Al Pacino,pub,,,,,,,,,,,10.3161526,47.7252109
679236,480670424,Puro Club,bar,,,,,,,,,,,10.3167361,47.7254824
679242,480670786,La Strada,restaurant,,,,,,,,,,,10.3167748,47.7253917
679244,480670876,Vinum,bar,,,,,,,,,,,10.3168037,47.7252904
679249,480671350,Metro,bar,,,,,,,,,,,10.3169818,47.726162
679251,480671404,Rats Café,cafe,,,,,,,,,,,10.3172327,47.7261532
679252,480671421,Piazza,restaurant,,,,,,,,,,,10.3177588,47.7264618
679253,480671845,Diskothek Pegasus,bar,,,,,,,,,,,10.3178132,47.7267777
679258,480673432,Sissi Zuckerbäckerei & Cafe,cafe,,,,,,,,,,,10.317676,47.726165
679273,480676121,Jogi's Steakhouse,restaurant,,,,,,,,,,,10.3187582,47.7255065
679274,480676227,Isola Bella,restaurant,,,,,,,,,,,10.3190048,47.7252589
679276,480676268,Lagune,restaurant,,,,,,,,,,,10.3190374,47.7254442
679280,480676544,Goldenes Ross,restaurant,,,,,,,,,,,10.3201756,47.7249247
679281,480676724,Zur Alten Münze,restaurant,,,,,,,,,,,10.3186791,47.7245086
679304,480681271,Restaurant Delphi,restaurant,,,,,,,,,,,10.3201017,47.7295291
679602,480770541,Evangelisch freikirchliche Gemeinde Isny,place_of_worship,,,,,,,,,,,10.0431532,47.6953246
679896,481084844,Löwen/Tham Nak Thai,restaurant,,,,,,,,,,,7.6252842,47.0392316
679993,481167744,Aemmi,restaurant,,,,,,,,,,,7.6254381,47.0552932
679994,481168101,Casino,restaurant,,,,,,,,,,,7.6261391,47.0564466
679995,481168412,Zur Gedult,restaurant,,,,,,,,,,,7.626511,47.0572462
679996,481169013,Rössli,restaurant,,,,,,,,,,,7.6279701,47.0574567
680016,481175225,Hofstatt,restaurant,,,,,,,,,,,7.6270842,47.0555506
680017,481176347,Hallenbad,restaurant,,,,,,,,,,,7.6314767,47.0554232
680019,481180315,Carrera,restaurant,,,,,,,,,hotel,,7.62419,47.0527357
680020,481182081,Freischütz,restaurant,,,,,,,,,,,7.6219155,47.0537649
680021,481182759,Spanische Weinhalle,restaurant,,,,,,,,,,,7.6266566,47.0556742
680327,481323586,Primarschule Hochfelden,school,,,,,,,,,,,8.5158173,47.5260749
680342,481327330,Parcheggio Carlsberg - Poretti,parking,,,,,,,,,,,8.8252712,45.8462008
680385,481341960,Marienkapelle,place_of_worship,,,,,,,,,,,9.9246193,47.5222125
680386,481341971,Kapelle,place_of_worship,,,,,,,,,,,9.9240335,47.5183425
680529,481443835,Kinderreitschule,school,,,,,,,,,,,8.4807934,47.3734318
680530,481443837,Treichle Bar,pub,,,,,,,,,,,8.4845435,47.3752579
680533,481443853,Pizzeria Untermoos,restaurant,,,,,,,,,,,8.4829214,47.3780992
680541,481443889,Zum Weissen Rössli,restaurant,,,,,,,,,,,8.4841815,47.3750359
680617,481479569,Fahrrad Unger,bicycle_rental,,,,,,,bicycle,,,,9.6826874,47.5450354
680702,481906870,Centre d'information et d'orientation,public_building,,,,,,,,,,,6.3517256,46.9070187
680901,481956221,Riverside,bar,,,,,,,,,,,10.3248089,47.7233495
680902,481958300,Zum Löwen,pub,,,,,,,,,,,10.2957934,47.7786254
680907,481975100,BKB,bank,,,,,,,,,,,7.5927446,47.5614933
680913,481980114,Bückle,restaurant,,,,,,,,,,,8.055388,47.5618412
680920,482004153,Sekundarschule Kreis Marthalen,school,,,,,,,,,,,8.6499997,47.6308845
680921,482006353,Primarschulhaus,school,,,,,,,,,,,8.6500555,47.6278072
681126,482156451,AVIA,fuel,,,,,,,,,,,8.9760212,46.022178
681138,482159015,Shell,fuel,,,,,,,,,,,8.9602429,46.0178411
681139,482159115,BP,fuel,,,,,,,,,,,8.9669231,46.0280886
681140,482161521,AGIP,fuel,,,,,,,,,,,8.9543075,46.0103939
681142,482163882,ERG,fuel,,,,,,,,,,,8.9498052,46.006899
681144,482164256,Migrol,fuel,,,,,,,,,,,8.9476058,46.0076176
681147,482167032,Calanda,restaurant,,,,,,,,,,,8.9687131,46.0199567
681262,482230427,Eiscafé Tassone,cafe,,,,,,,,,,,8.9811664,47.6807504
681263,482230428,Pizza-Service Tassone,fast_food,,,,,,,,,,,8.9813956,47.6808616
681264,482230429,Zum Fährmann,restaurant,,,,,,,,,,,8.9815788,47.6810693
681265,482230430,See Apotheke,pharmacy,,,,,,,,,,,8.981599,47.6812254
681267,482230434,Cafe Leins,cafe,,,,,,,,,,,8.9817428,47.681398
681331,482289277,Au 21,bar,,,,,,,,,,,6.9371212,46.9944381
681452,482382390,parking résidentiel,parking,,,,,,,,,,,6.835918,47.4752886
681551,482458955,Othmar's Hutte,restaurant,,,,,,,,,,,7.7653428,46.0303937
681857,482639954,L'ami ami,cafe,,,,,,,,,,,6.9300279,46.9906859
681931,482685569,P Familienforum,parking,,,,,,,,,,,9.2922202,47.7615263
681948,482693687,Agip,fuel,,,,,,,,,,,7.6254009,46.3761102
682069,482721613,Police administrative,police,,,,,,,,,,,6.9398145,46.8215822
682078,482724075,Secret's Café,pub,,,,,,,,,,,6.9420068,46.8225523
682381,482762339,Buchmann,cafe,,,,,,,bakery,,,,8.5401046,47.4143259
682385,482762658,BENU Apotheke am Max-Bill-Platz,pharmacy,,,,,,,,,,,8.5394957,47.4140137
682397,482763846,Hongkong Foodparadise,restaurant,,,,,,,,,,,8.5388172,47.4135091
682479,482785805,Bar Vareno,cafe,,,,,,,,,,,10.1054451,45.9012868
682503,482794462,Zeughaus,theatre,,,,,,,,,,,9.6819938,47.5472922
682516,482795086,Café-Bar Hauptbahnhof Singen,bar,,,,,,,,,,,8.8406887,47.7589823
682521,482798265,Vitaparcour,parcoursvita,,,,,,,,gymnastics,,,7.7235678,46.6560549
682899,482893142,Pizzeria Römerhof,restaurant,,,,,,,,,,,7.7243463,47.5326824
682900,482893183,Gasthof Adler,restaurant,,,,,,,,,,,7.7235959,47.5406967
682901,482893807,Gasthof Sonne,restaurant,,,,,,,,,,,7.7256983,47.5407444
682904,482894160,Rôtiserie Raurica,restaurant,,,,,,,,,,,7.7243918,47.5405455
683050,482983409,Brotzeitlaube,fast_food,,,,,,,,,,,10.3162109,47.7273077
683262,483107745,Horbisblick,shelter,,,,,,,,,,,8.4177842,46.8069785
683527,483413891,Farmacia Stella,pharmacy,,,,,,,,,,,8.9574792,46.0191643
683528,483413988,Grotto del Grillo,restaurant,,,,,,,,,,,8.9573762,46.0210477
683534,483415058,Daniela Sartori,pharmacy,,,,,,,,,,,8.955199,46.0157886
683535,483415283,Andy's Pub,pub,,,,,,,,,,,8.9556872,46.0161053
683552,483417905,Farmacia Stevenoni,pharmacy,,,,,,,,,,,8.9548287,46.012659
683554,483418095,Kantonspolizei Zürich,police,,,,,,,,,,,8.7055022,47.3463409
683560,483418990,Ristorante Botero,restaurant,,,,,,,,,,,8.9586825,46.0093268
684489,483770780,Parkplatz Pfänderbahn,parking,,,,,,,,,,,9.7532369,47.5051349
684490,483770804,Gaststätte auf der Schwedenschanz,restaurant,,,,,,,,,,,9.7806619,47.5089338
684637,484197019,Wespach,parking,,,,,,,,,,,9.3242892,47.7530206
684661,484217713,Monastero delle Suore Agostiniane,monastery,,,,,,,,,,,10.0608124,46.3198155
684736,484264458,Pointe de Zinal,restaurant,,,,,,,,,hotel,,7.6254837,46.1368052
684740,484264462,De la Poste,restaurant,,,,,,,,,hotel,,7.6261702,46.1361092
684743,484264465,Chez Rémy,restaurant,,,,,,,,,,,7.6254935,46.1357086
684746,484264488,Le Besso,restaurant,,,,,,,,,hotel,,7.6260599,46.1356278
684747,484264489,La Ferme,restaurant,,,,,,,,,,,7.6256769,46.1355643
684748,484264490,Le PUB,bar,,,,,,,,,,,7.6261845,46.1349431
684755,484264504,Les Bouquetins,restaurant,,,,,,,,,hotel,,7.6280428,46.1318477
684758,484264512,Auberge Alpina,restaurant,,,,,,,,,guest_house,,7.6300404,46.1297496
684767,484264583,Crêperie La Versache,cafe,,,,,,,,,,,7.6258174,46.1378194
684768,484264587,Intersoc,parking,,,,,,,,,,,7.626382,46.139047
684832,484341354,Maria auf Schrotzburg,place_of_worship,,,,,,,,,,,8.8979729,47.6987938
684851,484455865,Falconera,restaurant,,,,,,,,,,,8.8985261,47.6853871
684866,484491039,Bardello,post_office,,,,,,,,,,,8.6984828,45.8346793
684897,484559869,Comune di Bardello,townhall,,,,,,,,,,,8.6972924,45.8354849
684898,484559872,Biblioteca di Bardello,library,,,,,,,,,,,8.6973546,45.8355121
684899,484559874,Ambulatorio,doctors,,,,,,,,,,,8.6972302,45.8354606
685085,484704388,Kindergarten und Primarschule Rüegsau,school,,,,,,,,,,,7.6725215,47.0250914
685149,484737475,Adler,restaurant,,,,,,,,,,,9.8524787,47.413909
685212,484780425,Vereinsgaststätte TC Kempten,restaurant,,,,,,,,,,,10.293364,47.7212793
685225,484783079,La Piazza,restaurant,,,,,,,,,,,10.3105669,47.6796932
685226,484783438,Ponto Fino,restaurant,,,,,,,,,,,10.3111317,47.6860057
685232,484787761,Dopfer,restaurant,,,,,,,,,,,10.3337661,47.6748746
685238,484788237,Il Cavallino,restaurant,,,,,,,,,,,10.3500027,47.661202
685239,484788413,Zum Hirsch,restaurant,,,,,,,,,,,10.3501329,47.6600258
685240,484788667,Sulzberger Hof,restaurant,,,,,,,,,,,10.349357,47.6564939
685249,484789353,Volksbank Allgäu-West,bank,,,,,,,,,,,10.0404798,47.6916022
685250,484789354,Kreissparkasse Ravensburg,bank,,,,,,,,,,,10.0391273,47.6921452
685251,484789355,Volksbank Allgäu West,bank,,,,,,,,,,,10.0415187,47.6945803
685252,484789356,Kreissparkasse Ravensburg,bank,,,,,,,,,,,10.0415116,47.6947994
685253,484789357,Parkplatz Müller,parking,,,,,,,,,,,10.0423812,47.6944652
685255,484789360,Pat Murphy's Irish Pub,pub,,,,,,,,,,,10.0406246,47.6937238
685256,484789362,Club Central,nightclub,,,,,,,,,,,10.0369229,47.6908598
685286,484792843,Trattoria da Toni,restaurant,,,,,,,,,,,10.3880085,47.6361302
685295,484793012,Zum Löwen,restaurant,,,,,,,,,,,10.3864705,47.6349846
685332,484798148,Jägerwinkel,restaurant,,,,,,,,,,,10.3648902,47.6459384
685335,484799771,Kiosk  Schwarzenberger Weiher,restaurant,,,,,,,,,,,10.4462578,47.6599989
685343,484802543,Santuario Santa Maria del Monte,place_of_worship,,,,,,,,,,,8.7927474,45.8605162
685909,485200415,Hergatz,vending_machine,,,,,,,,,,,9.8275077,47.64678
685925,485201420,Volksbank,bank,,,,,,,,,,,9.8350411,47.6274221
686063,485230338,Auberge du Barrage du Sanetsch,restaurant,,,,,,,,,,,7.2975417,46.3623985
686154,485260941,Gasthaus Krone,restaurant,,,,,,,,,,,7.5947714,47.7627626
686156,485260993,Berner Strausse,restaurant,,,,,,,,,,,7.5936924,47.7661619
686444,485569961,Botschaft Argentinien,embassy,,,,,,,,,,,7.4546108,46.9440888
686445,485569962,Botschaft Malaysia,embassy,,,,,,,,,,,7.4547388,46.9439565
686664,485617146,"Briefeinwurf Zürich, Seefeldstrasse",post_box,,,,,,,,,,,8.5523469,47.3603545
686665,485617147,Escoffier,cafe,,,,,,,,,,,8.552482,47.3605646
686668,485617200,Aubge de l'Armailli,restaurant,,,,,,,,,,,6.9994705,46.1859645
686669,485617202,Mex VS,bus_station,,,,,,,,,,,7.000786,46.185037
686707,485634758,Da Pippo,restaurant,,,,,,,,,,,8.5061253,47.3830042
687087,485801883,Chamäleon,cafe,,,,,,,,,,,8.4374624,47.5569461
687090,485803524,Unter- & Mittel-Stufe Weiach,school,,,,,,,,,,,8.4369645,47.5563089
687143,485855568,Tolle Knolle,restaurant,,,,,,,,,,,9.1747948,47.6575011
687227,485942008,Gutsschänke Blankenhorn,restaurant,,,,,,,,,,,7.5773335,47.7548543
687229,485942012,La Grotta,restaurant,,,,,,,,,,,7.5768727,47.7560115
687232,485942025,Fohmannsche Apotheke,pharmacy,,,,,,,,,,,7.5755803,47.7559096
687233,485942027,Sparkasse,bank,,,,,,,,,,,7.5764258,47.7556048
687236,485942032,Gasthaus Krone,restaurant,,,,,,,,,,,7.5759309,47.7557908
687240,485942037,Dr. Gebhard,dentist,,,,,,,,,,,7.5746108,47.7549283
687241,485942046,Dr. Lambach-Lux,doctors,,,,,,,,,,,7.5733837,47.7607693
687242,485942048,Dr. Moser,doctors,,,,,,,,,,,7.5727359,47.7570041
687244,485942056,Kindergarten Schliengen,kindergarten,,,,,,,,,,,7.5760999,47.7570595
687245,485942057,Bürger- und Gästehaus Schliengen,public_building,,,,,,,,,,,7.575125,47.7569366
687246,485942059,Bauhof,public_building,,,,,,,,,,,7.5746458,47.7612827
687249,485942076,Gasthaus Drei Linden/Eisenbähnle,restaurant,,,,,,,,,,,7.5690709,47.7605766
687250,485942078,Gasthaus am Berg,restaurant,,,,,,,,,,,7.5782107,47.752985
687526,486032314,École élémentaire Centre,school,,,,,,,,,,,6.02214,46.5214056
687532,486035478,Casinoplatz,parking_entrance,,,,,,,,,,,8.1866522,46.7270748
687551,486046952,Swisscom,telephone,,,,,,,,,,,7.863902,46.6883762
687562,486049985,Maestro Grill,fast_food,,,,,,,,,,,7.8652748,46.6893075
687575,486053780,Raiffeisenbank Jungfrau,bank,,,,,,,,,,,7.8643964,46.6804995
687576,486054170,Raiffeisenbank Jungfrau,bank,,,,,,,,,,,7.8681489,46.6903544
687586,486059774,Shell,fuel,,,,,,,,,,,7.869704,46.668483
687587,486060424,Migrol,fuel,,,,,,,,,,,7.8695818,46.6681082
687614,486067047,Gasthof am Buchl,restaurant,,,,,,,,,,,10.4126778,47.5380268
687649,486078771,Meckatzer Sportalp,restaurant,,,,,,,,,,,10.4117873,47.5148925
687697,486091146,Polizeistation Oberstaufen,police,,,,,,,,,,,10.0201245,47.5561214
687706,486091402,Jesuskapelle,place_of_worship,,,,,,,,,,,10.0173598,47.5526188
687785,486095860,Wirtschaft Furggelen,restaurant,,,,,,,,,,,8.7338282,47.043827
687911,486133021,Chez Vrony,restaurant,,,,,,,,,,,7.7675093,46.011758
687936,486152848,Bavilliers,post_office,,,,,,,,,,,6.8334458,47.6211529
688255,486344369,Trimm Pfad,parking,,,,,,,,,,,9.6857807,47.5810372
688256,486344566,St. Josef,place_of_worship,,,,,,,,,,,9.7060025,47.5555537
688641,486569774,Freibad Hittisau,parking,,,,,,,,,,,9.957168,47.4639392
688653,486571493,Stieber,cafe,,,,,,,,,,,8.4340917,47.5699983
688662,486571799,Freiwillige Feuerwehr Hohentengen,fire_station,,,,,,,,,,,8.4465363,47.5737292
688664,486571852,Hochrheinstüble,restaurant,,,,,,,,,,,8.4334009,47.5703464
688668,486571879,Landgasthof Ratsstube,restaurant,,,,,,,,,,,8.4339908,47.570494
688903,486648366,Lourdes Grotte,place_of_worship,,,,,,,,,,,9.7536878,47.707073
689120,486792222,Bioabfälle,recycling,,,,,,,,,,,9.7623769,47.698141
689189,486816573,Agip,fuel,,,,,,,,,,,8.4379689,47.2712365
689230,486938265,Lindenhof,restaurant,,,,,,,,,,,8.481427,47.387904
689242,487063338,Drugstore,pub,,,,,,,,,,,10.3099734,47.7272534
689243,487063373,Seven,pub,,,,,,,,,,,10.3093646,47.7271447
689244,487063379,Chaplin,pub,,,,,,,,,,,10.309008,47.7271222
689246,487063601,El Dorado,restaurant,,,,,,,,,,,10.3114813,47.719872
689493,487119764,Tiefgarage,parking_entrance,,,,,,,,,,,7.4634696,46.9404449
689573,487193519,Kirchgemeinde Petrus,cafe,,,,,,,,,,,7.4635529,46.9390932
689612,487235630,Avia Tankstelle (Automat),fuel,,,,,,,,,,,9.9548474,47.6896744
689619,487239574,Bistrot de la Place - Café Réstaurant,cafe,,,,,,,,,,,7.5693508,45.8035634
689702,487339356,"Briefeinwurf Bern, Kalcheggweg",post_box,,,,,,,,,,,7.4629926,46.9381858
689746,487465400,Lovere,ferry_terminal,,,,,,,,,,,10.0756243,45.8167002
689829,487671026,Schulhaus Schlatt,school,,,,,,,,,,,9.6392261,47.4030003
690013,488053482,Tamoil,fuel,,,,,,,,,,,7.4614161,46.9445843
690616,488483086,Island Ceylon,restaurant,,,,,,,,,,,8.531137,47.3938467
691092,489204059,Pizza Royal,fast_food,,,,,,,,,,,10.3119429,47.7178498
691093,489204398,Pizzadrive,restaurant,,,,,,,,,,,10.3145443,47.7174443
691094,489205204,Burghalde Biergarten,biergarten,,,,,,,,,,,10.3206859,47.7226971
691194,489312143,arriva,post_box,,,,,,,,,,,9.4040291,47.7087764
691547,489543087,Casa Schwellenmätteli,restaurant,,,,,,,,,,,7.4495563,46.9450317
691693,489627015,Golfpark Moossee,restaurant,,,,,,,,,,,7.4634906,47.0277126
691790,489703835,"Briefeinwurf Moosseedorf, Poststelle Moosseedorf",post_box,,,,,,,,,,,7.4828046,47.0170571
691796,489713586,Poststelle 3302 Moosseedorf,post_office,,,,,,,,,,,7.4827132,47.0170718
691815,489735454,Valiant,bank,,,,,,,,,,,7.4508614,47.0208567
691831,489741752,Bären,restaurant,,,,,,,,,,,7.4507506,47.0214901
691860,489770962,"Briefeinwurf Bern, Thunstrasse",post_box,,,,,,,,,,,7.454326,46.9421174
691863,489770968,"Briefeinwurf Bern, Bushaltestelle Thunplatz",post_box,,,,,,,,,,,7.4581827,46.940878
691865,489771095,Royal,cafe,,,,,,,,,,,7.4524946,46.9428131
691879,489786064,Blumenuhr Bürkliplatz,clock,,,,,,,,,attraction,,8.5402754,47.3658829
691904,489787434,Valiant,bank,,,,,,,,,,,7.4519942,46.9426673
691909,489787442,Kirchenfeld Apotheke,pharmacy,,,,,,,,,,,7.4519567,46.9431212
692090,489929275,Kapelle,place_of_worship,,,,,,,,,,,9.8455043,47.5375059
692253,490003483,Cafe di Coppola,cafe,,,,,,,,,,,9.3904265,47.7212388
692254,490003623,Dall' Italiano,restaurant,,,,,,,,,,,9.3862765,47.721181
692255,490003658,GÄSTEZIMMER Bar & Lounge,pub,,,,,,,,,,,9.3867172,47.721272
692256,490003762,Raifeisen,parking,,,,,,,,,,,9.3914188,47.7158469
692257,490003782,Büfee,fast_food,,,,,,,,,,,9.3880521,47.7207262
692276,490016146,Feuerwehrstützpunkt Murten Bernstrasse,fire_station,,,,,,,,,,,7.1209556,46.9300081
692353,490033763,Mega Pizza,fast_food,,,,,,,,,,,7.4510709,46.9430041
692355,490033788,"Briefeinwurf Bern, Bushaltestelle Helvetiaplatz",post_box,,,,,,,,,,,7.4485075,46.9437474
692378,490045540,da Toni,restaurant,,,,,,,,,,,8.5544369,47.3090025
692379,490045543,Rose,restaurant,,,,,,,,,,,8.5551974,47.3089881
692380,490045546,UBS,bank,,,,,,,,,,,8.5548996,47.3082602
692381,490045554,Post,post_office,,,,,,,,,,,8.5551264,47.3079109
692896,490528385,Bräuross,restaurant,,,,,,,,,,,10.3107736,47.7236279
692897,490528886,Olympia,restaurant,,,,,,,,,,,10.3110602,47.7249588
692899,490530260,Beim lustigen Steirer,pub,,,,,,,,,,,10.3116701,47.7224879
693055,490662750,Feuerwehr Nürensdorf,fire_station,,,,,,,,,,,8.6464966,47.44862
693232,490750612,Stadt-Café,cafe,,,,,,,,,,,10.3104012,47.7274802
693233,490751408,Weinstube Grammetbauer,restaurant,,,,,,,,,,,10.3104085,47.7275564
693238,490759869,Schlösslecafe,cafe,,,,,,,,,,,10.3145452,47.7260847
693239,490761424,Warsteiner am Stadttheater,pub,,,,,,,,,,,10.3161346,47.7278159
693415,490962846,Schongau Landi,bicycle_parking,,,,,,,,,,,8.261127,47.2676314
693420,490962971,St. Ulrich,restaurant,,,,,,,,,,,8.2771202,47.272867
693421,490962972,Kreuz,restaurant,,,,,,,,,,,8.2636144,47.2678749
693711,491060929,Steinhalle,restaurant,,,,,,,,,,,7.4487245,46.9429875
693712,491060930,"Briefeinwurf Bern, Dalmaziquai",post_box,,,,,,,,,,,7.4459368,46.9419523
693751,491105520,McDonald's,fast_food,,,,,,,,,,,8.5946919,47.4085575
693752,491106243,SPIGA Ristorante & Bar,restaurant,,,,,,,,,,,8.5959364,47.4086679
693761,491120007,Antonio-Huber-Schule,school,,,,,,,,,,,9.887459,47.5987402
693845,491203048,Parkdeck Salmegg,parking,,,,,,,,,,,7.7877021,47.5559069
693896,491254073,Reitschule,arts_centre,,,,,,,,,,,7.4408154,46.9527674
694091,491468912,Kapelle,place_of_worship,,,,,,,,,,,9.8576976,47.4874373
694223,491485001,Haus Salmegg,restaurant,,,,,,,,,,,7.7881996,47.5559196
694225,491485458,Ochsen,restaurant,,,,,,,,,,,7.7951772,47.5533071
694336,491516303,Abri de la Béroche,shelter,,,,,,,,,,,6.7648734,46.907173
694736,492007229,La Taverna,restaurant,,,,,,,,,,,10.3099455,47.7234174
694739,492007978,Cafe Waisentor,cafe,,,,,,,,,,,10.3180716,47.7241723
694744,492008664,Mauritius,cafe,,,,,,,,,,,10.3169761,47.7250379
694745,492009580,Hong Ky,restaurant,,,,,,,,,,,10.3160556,47.7212735
694975,492086304,L'Équipe,pub,,,,,,,,,,,6.1239537,45.9065568
694976,492086305,Crédit Agricole,bank,,,,,,,,,,,6.1239462,45.9064297
694977,492086306,Café'Inn,pub,,,,,,,,,,,6.1242246,45.9049837
694978,492086307,Tutti Spaghetti,restaurant,,,,,,,,,,,6.1242765,45.9048966
694979,492086311,Caisse d'Épargne,bank,,,,,,,,,,,6.1245218,45.903563
